Date,Visitor_ID,Loyalty_Member,Age,Gender,Theme_Zone_Visited,Attraction_Times,Average_Queue_Time,Restaurant_Spending,Merchandise_Spending,Total_Spending
2024-07-05,5a9deab9-f671-4bf6-8ce0-b86cb803b8de,No,15,Male,"['New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 56.29, 'Check_Out': 14.07}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.07, 'Queue_Time': 40.29, 'Check_Out': 14.93}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.93, 'Queue_Time': 51.44, 'Check_Out': 15.99}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 15.99, 'Queue_Time': 25.91, 'Check_Out': 16.58}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 16.58, 'Queue_Time': 47.31, 'Check_Out': 17.58}]",44.25,0.00,49.55,49.55
2024-12-19,6b16456c-778c-4754-b9e8-9b7fc72e7806,No,22,Male,"['Hollywood', 'New York', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 38.04, 'Check_Out': 12.8}, {'Attraction': 'Canopy Flyer', 'Check_In': 12.8, 'Queue_Time': 47.66, 'Check_Out': 13.69}]",42.85,0.00,0.00,0.00
2024-06-21,6346d3b4-9b87-4388-bb9e-dbdac7dec928,No,56,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 28.52, 'Check_Out': 14.58}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.58, 'Queue_Time': 36.63, 'Check_Out': 15.43}, {'Attraction': 'Transformers: The Ride', 'Check_In': 15.43, 'Queue_Time': 49.4, 'Check_Out': 16.35}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 16.35, 'Queue_Time': 49.79, 'Check_Out': 17.26}, {'Attraction': 'Canopy Flyer', 'Check_In': 17.26, 'Queue_Time': 28.42, 'Check_Out': 17.94}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 17.94, 'Queue_Time': 54.92, 'Check_Out': 18.99}]",41.28,0.00,49.26,49.26
2024-03-17,d505a0c3-d9e5-4f29-934c-b403e946c039,No,35,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 37.1, 'Check_Out': 10.79}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.79, 'Queue_Time': 23.47, 'Check_Out': 11.28}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.28, 'Queue_Time': 49.66, 'Check_Out': 12.25}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.25, 'Queue_Time': 40.26, 'Check_Out': 13.07}]",37.62,0.00,0.00,0.00
2024-01-12,977b695e-433d-47de-8fc7-24c31d798313,No,39,Male,"['Hollywood', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Canopy Flyer', 'Check_In': 10.0, 'Queue_Time': 50.61, 'Check_Out': 11.08}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.08, 'Queue_Time': 43.99, 'Check_Out': 11.95}]",47.30,11.20,47.70,58.90
2024-10-30,cd9c26d2-3b93-48ca-ab13-5051579a5971,No,52,Female,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.0, 'Queue_Time': 30.7, 'Check_Out': 9.61}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 9.61, 'Queue_Time': 56.63, 'Check_Out': 10.72}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.72, 'Queue_Time': 50.02, 'Check_Out': 11.65}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.65, 'Queue_Time': 39.48, 'Check_Out': 12.52}]",44.21,0.00,42.52,42.52
2024-07-22,68489a3b-a467-4cfc-86f7-f7ac22e0eb8a,No,49,Female,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 9.0, 'Queue_Time': 58.09, 'Check_Out': 10.13}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.13, 'Queue_Time': 43.68, 'Check_Out': 11.03}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.03, 'Queue_Time': 26.56, 'Check_Out': 11.63}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.63, 'Queue_Time': 39.55, 'Check_Out': 12.39}]",41.97,11.93,0.00,11.93
2024-07-19,5798dbfc-7343-4fc8-8cad-12c95553ab59,Yes,57,Male,"['Hollywood', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 10.0, 'Queue_Time': 24.0, 'Check_Out': 10.64}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.64, 'Queue_Time': 45.38, 'Check_Out': 11.59}]",34.69,0.00,36.94,36.94
2024-04-06,631ca6d0-e9ad-4b05-bbba-41ec33cc78ed,No,8,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.0, 'Queue_Time': 55.86, 'Check_Out': 11.06}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.06, 'Queue_Time': 27.27, 'Check_Out': 11.68}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.68, 'Queue_Time': 29.77, 'Check_Out': 12.34}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.34, 'Queue_Time': 33.9, 'Check_Out': 13.15}]",36.70,13.79,0.00,13.79
2024-12-20,7b8db331-eb53-4703-b4fb-5e7df93c5231,Yes,55,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.0, 'Queue_Time': 24.37, 'Check_Out': 14.52}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.52, 'Queue_Time': 21.65, 'Check_Out': 15.1}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.1, 'Queue_Time': 58.76, 'Check_Out': 16.28}, {'Attraction': 'Canopy Flyer', 'Check_In': 16.28, 'Queue_Time': 42.51, 'Check_Out': 17.23}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 17.23, 'Queue_Time': 55.8, 'Check_Out': 18.36}]",40.62,0.00,36.37,36.37
2024-05-10,66636c11-4a00-488f-8cde-29502ef8b69c,Yes,61,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 12.0, 'Queue_Time': 22.86, 'Check_Out': 12.54}, {'Attraction': 'Transformers: The Ride', 'Check_In': 12.54, 'Queue_Time': 27.02, 'Check_Out': 13.1}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.1, 'Queue_Time': 45.84, 'Check_Out': 14.01}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.01, 'Queue_Time': 49.17, 'Check_Out': 15.02}]",36.22,13.94,30.60,44.54
2024-07-24,91663f11-e633-42f1-bfaa-d9c6d87ef50c,No,52,Female,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.0, 'Queue_Time': 48.21, 'Check_Out': 14.98}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.98, 'Queue_Time': 38.77, 'Check_Out': 15.79}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.79, 'Queue_Time': 31.56, 'Check_Out': 16.42}, {'Attraction': 'Canopy Flyer', 'Check_In': 16.42, 'Queue_Time': 45.58, 'Check_Out': 17.41}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 17.41, 'Queue_Time': 26.78, 'Check_Out': 18.07}]",38.18,0.00,0.00,0.00
2024-12-19,19dafffb-e859-4730-bad1-f0ca9f053a6d,No,21,Female,"['New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 57.8, 'Check_Out': 10.05}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.05, 'Queue_Time': 34.1, 'Check_Out': 10.83}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.83, 'Queue_Time': 46.92, 'Check_Out': 11.83}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.83, 'Queue_Time': 40.83, 'Check_Out': 12.73}]",44.91,15.97,0.00,15.97
2024-02-09,7c61f923-48de-493e-a3a8-59731a963099,No,48,Female,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 12.0, 'Queue_Time': 39.84, 'Check_Out': 12.82}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.82, 'Queue_Time': 45.79, 'Check_Out': 13.77}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.77, 'Queue_Time': 41.7, 'Check_Out': 14.59}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.59, 'Queue_Time': 42.93, 'Check_Out': 15.55}]",42.56,12.13,35.60,47.73
2024-06-27,70bdf794-12ef-47e6-aa4a-1cd97eec9ca9,No,23,Female,"['Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 9.0, 'Queue_Time': 23.22, 'Check_Out': 9.5}, {'Attraction': 'Transformers: The Ride', 'Check_In': 9.5, 'Queue_Time': 30.0, 'Check_Out': 10.16}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.16, 'Queue_Time': 53.53, 'Check_Out': 11.3}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.3, 'Queue_Time': 43.95, 'Check_Out': 12.23}]",37.67,0.00,0.00,0.00
2024-10-09,9c8468c5-485e-4c3b-a060-fd77e6c905f9,No,35,Male,"['New York', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 30.88, 'Check_Out': 10.68}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.68, 'Queue_Time': 28.36, 'Check_Out': 11.4}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.4, 'Queue_Time': 23.82, 'Check_Out': 11.95}]",27.69,0.00,40.78,40.78
2024-09-06,1ee842fc-c11b-481f-b3c2-f24098696f24,No,58,Female,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.0, 'Queue_Time': 53.13, 'Check_Out': 15.05}, {'Attraction': 'Transformers: The Ride', 'Check_In': 15.05, 'Queue_Time': 53.17, 'Check_Out': 16.14}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 16.14, 'Queue_Time': 53.4, 'Check_Out': 17.17}, {'Attraction': 'Canopy Flyer', 'Check_In': 17.17, 'Queue_Time': 21.12, 'Check_Out': 17.67}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 17.67, 'Queue_Time': 52.85, 'Check_Out': 18.75}]",46.73,0.00,0.00,0.00
2024-03-04,c76d9ee5-53bd-4ce9-b665-0fa2efef292f,No,52,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 10.0, 'Queue_Time': 51.11, 'Check_Out': 10.98}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.98, 'Queue_Time': 29.44, 'Check_Out': 11.61}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.61, 'Queue_Time': 29.0, 'Check_Out': 12.27}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.27, 'Queue_Time': 50.96, 'Check_Out': 13.21}]",40.13,10.73,0.00,10.73
2024-05-09,c373a370-6280-4e4b-8554-50b61cb32cb2,No,70,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 42.55, 'Check_Out': 9.88}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 9.88, 'Queue_Time': 57.38, 'Check_Out': 11.04}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.04, 'Queue_Time': 21.47, 'Check_Out': 11.54}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.54, 'Queue_Time': 53.65, 'Check_Out': 12.66}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.66, 'Queue_Time': 53.83, 'Check_Out': 13.7}]",45.78,13.23,0.00,13.23
2024-12-29,53873f4c-30ff-43d6-acab-b32a95fcacc6,No,33,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 39.69, 'Check_Out': 9.89}, {'Attraction': 'Transformers: The Ride', 'Check_In': 9.89, 'Queue_Time': 48.39, 'Check_Out': 10.9}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.9, 'Queue_Time': 43.48, 'Check_Out': 11.83}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.83, 'Queue_Time': 36.88, 'Check_Out': 12.66}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.66, 'Queue_Time': 51.7, 'Check_Out': 13.62}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.62, 'Queue_Time': 52.04, 'Check_Out': 14.62}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.62, 'Queue_Time': 37.75, 'Check_Out': 15.33}]",44.28,14.96,0.00,14.96
2024-05-07,31865d3c-f81c-4ac7-8e69-7e59cecd5815,No,38,Male,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 20.5, 'Check_Out': 14.45}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.45, 'Queue_Time': 51.4, 'Check_Out': 15.47}, {'Attraction': 'Transformers: The Ride', 'Check_In': 15.47, 'Queue_Time': 39.7, 'Check_Out': 16.25}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 16.25, 'Queue_Time': 46.44, 'Check_Out': 17.19}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 17.19, 'Queue_Time': 53.18, 'Check_Out': 18.3}, {'Attraction': 'Canopy Flyer', 'Check_In': 18.3, 'Queue_Time': 45.8, 'Check_Out': 19.21}]",42.84,10.05,0.00,10.05
2024-11-22,45b75230-2bc0-451c-a9c5-74c11220c706,No,10,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 22.52, 'Check_Out': 12.59}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 12.59, 'Queue_Time': 44.51, 'Check_Out': 13.55}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.55, 'Queue_Time': 37.51, 'Check_Out': 14.35}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.35, 'Queue_Time': 44.42, 'Check_Out': 15.21}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.21, 'Queue_Time': 45.13, 'Check_Out': 16.17}]",38.82,0.00,0.00,0.00
2024-05-17,9860993a-6e18-47f9-8561-c79b92bcb3b7,No,25,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 20.35, 'Check_Out': 13.48}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.48, 'Queue_Time': 38.2, 'Check_Out': 14.26}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.26, 'Queue_Time': 45.14, 'Check_Out': 15.1}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.1, 'Queue_Time': 37.68, 'Check_Out': 15.92}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.92, 'Queue_Time': 32.9, 'Check_Out': 16.62}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 16.62, 'Queue_Time': 53.25, 'Check_Out': 17.65}]",37.92,15.36,0.00,15.36
2024-12-24,0c53b65c-d7d3-43f0-bdbd-87e8b14ace69,Yes,63,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 50.8, 'Check_Out': 13.09}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.09, 'Queue_Time': 59.42, 'Check_Out': 14.22}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.22, 'Queue_Time': 32.48, 'Check_Out': 15.0}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 15.0, 'Queue_Time': 43.4, 'Check_Out': 15.84}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.84, 'Queue_Time': 21.98, 'Check_Out': 16.38}, {'Attraction': 'Canopy Flyer', 'Check_In': 16.38, 'Queue_Time': 47.66, 'Check_Out': 17.27}]",42.62,0.00,38.79,38.79
2024-12-06,044f8cc4-bae6-4fbe-b304-8c45d8f97e0c,No,59,Male,"['Hollywood', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 13.0, 'Queue_Time': 33.13, 'Check_Out': 13.78}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.78, 'Queue_Time': 28.76, 'Check_Out': 14.36}]",30.94,0.00,46.09,46.09
2024-06-06,7aa83d20-f792-4508-b62e-be7f8fadb050,No,54,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 9.0, 'Queue_Time': 32.9, 'Check_Out': 9.77}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 9.77, 'Queue_Time': 35.13, 'Check_Out': 10.58}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.58, 'Queue_Time': 26.16, 'Check_Out': 11.26}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.26, 'Queue_Time': 49.1, 'Check_Out': 12.21}]",35.82,12.81,0.00,12.81
2024-04-25,b590dac0-d6c5-4470-9953-2feef2ccf8c5,No,29,Female,"['Hollywood', 'New York', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 39.52, 'Check_Out': 13.87}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.87, 'Queue_Time': 44.46, 'Check_Out': 14.74}]",41.99,0.00,36.91,36.91
2024-05-14,4ae597ee-168f-4818-9459-ff074cb57dfd,No,41,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.0, 'Queue_Time': 50.43, 'Check_Out': 15.07}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.07, 'Queue_Time': 39.94, 'Check_Out': 15.9}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.9, 'Queue_Time': 21.66, 'Check_Out': 16.47}]",37.34,12.81,0.00,12.81
2024-08-09,4cec6c3d-3f19-4e69-9c69-246bd7e7d425,No,23,Female,"['Hollywood', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.0, 'Queue_Time': 33.68, 'Check_Out': 9.7}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 9.7, 'Queue_Time': 59.42, 'Check_Out': 10.86}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.86, 'Queue_Time': 28.79, 'Check_Out': 11.5}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.5, 'Queue_Time': 36.76, 'Check_Out': 12.33}]",39.66,15.90,42.41,58.31
2024-04-23,d45b14c7-4a9b-41ec-bb03-468ebdb36c12,No,8,Male,"['New York', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 27.46, 'Check_Out': 12.56}, {'Attraction': 'Canopy Flyer', 'Check_In': 12.56, 'Queue_Time': 54.42, 'Check_Out': 13.55}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.55, 'Queue_Time': 36.96, 'Check_Out': 14.34}]",39.61,15.79,0.00,15.79
2024-08-19,6fe98e74-8b1e-4cf3-a910-79eedeff1a55,No,56,Female,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 55.57, 'Check_Out': 14.07}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.07, 'Queue_Time': 37.75, 'Check_Out': 14.83}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.83, 'Queue_Time': 53.33, 'Check_Out': 15.81}]",48.88,0.00,34.03,34.03
2024-07-25,405539e5-f812-40b5-9291-64c24bd3504d,No,54,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 35.02, 'Check_Out': 11.81}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.81, 'Queue_Time': 36.56, 'Check_Out': 12.56}, {'Attraction': 'Transformers: The Ride', 'Check_In': 12.56, 'Queue_Time': 58.03, 'Check_Out': 13.63}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.63, 'Queue_Time': 33.86, 'Check_Out': 14.42}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.42, 'Queue_Time': 47.12, 'Check_Out': 15.41}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.41, 'Queue_Time': 59.37, 'Check_Out': 16.62}]",44.99,0.00,41.25,41.25
2024-08-21,99f33c2d-6ab6-4945-b12d-9550389a5695,No,12,Female,"['New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 24.34, 'Check_Out': 10.62}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.62, 'Queue_Time': 50.6, 'Check_Out': 11.62}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.62, 'Queue_Time': 20.89, 'Check_Out': 12.17}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.17, 'Queue_Time': 51.58, 'Check_Out': 13.14}]",36.85,14.57,0.00,14.57
2024-06-27,ce2678c0-a487-4f0a-8ae4-fe97d7b24d9a,No,26,Female,"['Hollywood', 'New York', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 56.87, 'Check_Out': 14.06}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.06, 'Queue_Time': 43.37, 'Check_Out': 14.93}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.93, 'Queue_Time': 46.74, 'Check_Out': 15.86}]",48.99,12.39,0.00,12.39
2024-03-02,50cf5786-be56-436d-8f9d-799ca0e27d03,No,18,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 27.6, 'Check_Out': 13.6}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.6, 'Queue_Time': 30.04, 'Check_Out': 14.34}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.34, 'Queue_Time': 26.11, 'Check_Out': 14.87}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.87, 'Queue_Time': 42.22, 'Check_Out': 15.68}]",31.49,0.00,0.00,0.00
2024-07-03,ebf905d9-264c-42eb-8d1e-347786a0e557,No,36,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 52.24, 'Check_Out': 11.03}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.03, 'Queue_Time': 24.22, 'Check_Out': 11.68}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.68, 'Queue_Time': 29.77, 'Check_Out': 12.29}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 12.29, 'Queue_Time': 41.07, 'Check_Out': 13.15}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.15, 'Queue_Time': 25.63, 'Check_Out': 13.8}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.8, 'Queue_Time': 39.91, 'Check_Out': 14.59}]",35.47,0.00,41.93,41.93
2024-10-04,488ad214-1510-4b07-a102-097935b429ae,No,40,Female,"['New York', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 41.49, 'Check_Out': 14.93}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.93, 'Queue_Time': 53.43, 'Check_Out': 16.03}, {'Attraction': 'Canopy Flyer', 'Check_In': 16.03, 'Queue_Time': 20.68, 'Check_Out': 16.54}]",38.53,0.00,0.00,0.00
2024-06-13,e65c7af3-94c5-42d3-8f95-c00c3aa4d6d5,No,69,Female,"['Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 9.0, 'Queue_Time': 38.22, 'Check_Out': 9.78}, {'Attraction': 'Canopy Flyer', 'Check_In': 9.78, 'Queue_Time': 46.95, 'Check_Out': 10.68}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.68, 'Queue_Time': 31.6, 'Check_Out': 11.32}]",38.92,14.38,0.00,14.38
2024-05-13,ed4c8cae-868b-4ff2-8aab-1701a244e1e5,No,30,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 33.73, 'Check_Out': 13.76}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.76, 'Queue_Time': 59.84, 'Check_Out': 14.9}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.9, 'Queue_Time': 56.23, 'Check_Out': 15.97}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.97, 'Queue_Time': 39.93, 'Check_Out': 16.86}, {'Attraction': 'Canopy Flyer', 'Check_In': 16.86, 'Queue_Time': 51.77, 'Check_Out': 17.94}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 17.94, 'Queue_Time': 39.29, 'Check_Out': 18.76}]",46.80,0.00,49.56,49.56
