Date,Visitor_ID,Loyalty_Member,Age,Gender,Theme_Zone_Visited,Attraction_Times,Average_Queue_Time,Restaurant_Spending,Merchandise_Spending,Total_Spending
2024-01-28,d8aee62f-03f9-4bf7-ac2a-6eeb3bff2f69,No,20,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 43.56, 'Check_Out': 13.87}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.87, 'Queue_Time': 51.87, 'Check_Out': 14.92}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.92, 'Queue_Time': 13.05, 'Check_Out': 15.22}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.22, 'Queue_Time': 28.42, 'Check_Out': 15.88}]",34.22,10.25,0.00,10.25
2024-08-08,d386b0b7-3d23-444d-96fc-942d1ca755fa,Yes,6,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 57.59, 'Check_Out': 14.15}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.15, 'Queue_Time': 21.02, 'Check_Out': 14.64}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.64, 'Queue_Time': 17.56, 'Check_Out': 15.06}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.06, 'Queue_Time': 12.14, 'Check_Out': 15.36}]",27.08,0.00,0.00,0.00
2024-09-29,0ecf42d5-d302-4121-af91-316560dd7906,No,58,Female,"['Hollywood', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Canopy Flyer', 'Check_In': 9.0, 'Queue_Time': 17.2, 'Check_Out': 9.54}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 9.54, 'Queue_Time': 25.69, 'Check_Out': 10.17}]",21.44,0.00,50.89,50.89
2024-01-14,0c9b914a-2dcc-44e4-aa68-eb2fc4ccb913,Yes,33,Male,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 12.21, 'Check_Out': 11.35}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.35, 'Queue_Time': 19.55, 'Check_Out': 11.91}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.91, 'Queue_Time': 16.59, 'Check_Out': 12.38}, {'Attraction': 'Transformers: The Ride', 'Check_In': 12.38, 'Queue_Time': 69.43, 'Check_Out': 13.65}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.65, 'Queue_Time': 47.69, 'Check_Out': 14.58}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.58, 'Queue_Time': 25.63, 'Check_Out': 15.2}]",31.85,13.87,34.36,48.23
2024-06-03,30a85adc-5e16-4722-8317-dd8423ab009e,No,52,Male,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 29.09, 'Check_Out': 9.59}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.59, 'Queue_Time': 29.8, 'Check_Out': 10.28}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.28, 'Queue_Time': 29.64, 'Check_Out': 10.94}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.94, 'Queue_Time': 17.9, 'Check_Out': 11.36}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.36, 'Queue_Time': 12.87, 'Check_Out': 11.74}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.74, 'Queue_Time': 16.32, 'Check_Out': 12.2}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.2, 'Queue_Time': 59.82, 'Check_Out': 13.38}]",27.92,15.32,31.00,46.32
2024-08-13,2705b9d0-1b1f-4024-ae20-2f5514122e4f,No,43,Male,"['Hollywood', 'New York', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 61.08, 'Check_Out': 13.2}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.2, 'Queue_Time': 41.79, 'Check_Out': 14.05}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.05, 'Queue_Time': 22.66, 'Check_Out': 14.65}]",41.84,12.21,43.71,55.92
2024-08-24,b0be460e-23f4-44e1-9f2e-bc02da6541a3,Yes,30,Male,"['Hollywood', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.0, 'Queue_Time': 19.85, 'Check_Out': 10.54}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.54, 'Queue_Time': 24.01, 'Check_Out': 11.1}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.1, 'Queue_Time': 19.2, 'Check_Out': 11.52}]",21.02,11.97,49.03,61.00
2024-06-10,d6e34bad-ebc4-4982-a5df-a6fc53caa193,No,46,Male,"['Hollywood', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 11.0, 'Queue_Time': 28.37, 'Check_Out': 11.63}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.63, 'Queue_Time': 14.22, 'Check_Out': 12.07}]",21.30,0.00,0.00,0.00
2024-12-13,2ea2ec9f-3d19-428c-b4ee-c8e933cd8576,No,41,Female,"['New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 18.73, 'Check_Out': 10.4}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.4, 'Queue_Time': 18.42, 'Check_Out': 10.82}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.82, 'Queue_Time': 21.46, 'Check_Out': 11.35}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.35, 'Queue_Time': 25.64, 'Check_Out': 11.87}]",21.06,0.00,0.00,0.00
2024-11-22,83b01117-0521-46cc-9e69-4252ee2d684c,No,7,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 16.02, 'Check_Out': 11.36}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.36, 'Queue_Time': 15.87, 'Check_Out': 11.83}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.83, 'Queue_Time': 28.61, 'Check_Out': 12.44}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.44, 'Queue_Time': 79.16, 'Check_Out': 13.85}]",34.92,0.00,0.00,0.00
2024-02-08,5e1c09f9-18fe-491e-9881-60f44540d253,No,67,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 18.24, 'Check_Out': 10.44}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.44, 'Queue_Time': 29.82, 'Check_Out': 11.08}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.08, 'Queue_Time': 23.2, 'Check_Out': 11.61}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.61, 'Queue_Time': 18.64, 'Check_Out': 12.13}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.13, 'Queue_Time': 66.31, 'Check_Out': 13.4}]",31.24,15.20,0.00,15.20
2024-12-06,11fcf7d4-bf58-49b4-b427-0288c1328369,Yes,40,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 17.36, 'Check_Out': 14.46}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.46, 'Queue_Time': 11.28, 'Check_Out': 14.75}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.75, 'Queue_Time': 25.44, 'Check_Out': 15.39}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.39, 'Queue_Time': 27.11, 'Check_Out': 16.05}, {'Attraction': 'Canopy Flyer', 'Check_In': 16.05, 'Queue_Time': 25.15, 'Check_Out': 16.59}]",21.27,11.89,50.36,62.25
2024-06-28,85c130f1-11a4-4d20-8c00-197a04177e04,No,37,Male,"['New York', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 27.84, 'Check_Out': 14.7}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.7, 'Queue_Time': 24.88, 'Check_Out': 15.35}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.35, 'Queue_Time': 16.31, 'Check_Out': 15.77}]",23.01,15.71,40.35,56.06
2024-07-13,1ffb5c38-2d64-417c-bc04-bd03ab56c1bb,No,50,Female,"['Hollywood', 'New York', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 55.29, 'Check_Out': 13.11}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.11, 'Queue_Time': 67.13, 'Check_Out': 14.48}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.48, 'Queue_Time': 16.92, 'Check_Out': 14.97}]",46.45,0.00,0.00,0.00
2024-08-12,0f14ead6-f76a-42cb-af8e-6e10673567fd,No,22,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 20.91, 'Check_Out': 14.6}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.6, 'Queue_Time': 19.37, 'Check_Out': 15.08}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.08, 'Queue_Time': 16.56, 'Check_Out': 15.53}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.53, 'Queue_Time': 23.77, 'Check_Out': 16.11}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 16.11, 'Queue_Time': 16.34, 'Check_Out': 16.58}]",19.39,11.47,0.00,11.47
2024-12-06,b65439ab-107c-4a7c-9131-b46b9aeef8f8,No,53,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 27.98, 'Check_Out': 11.67}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.67, 'Queue_Time': 14.35, 'Check_Out': 12.08}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.08, 'Queue_Time': 77.53, 'Check_Out': 13.59}]",39.95,0.00,0.00,0.00
2024-03-02,d41c7362-038e-434a-9cba-bea8d4c59acf,No,25,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 22.85, 'Check_Out': 9.51}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 9.51, 'Queue_Time': 11.67, 'Check_Out': 9.95}, {'Attraction': 'Canopy Flyer', 'Check_In': 9.95, 'Queue_Time': 20.5, 'Check_Out': 10.39}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.39, 'Queue_Time': 13.57, 'Check_Out': 10.72}]",17.15,13.44,0.00,13.44
2024-05-09,7f3d640b-b626-4a64-b177-f05a0ce7e688,Yes,66,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 11.91, 'Check_Out': 9.32}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.32, 'Queue_Time': 12.37, 'Check_Out': 9.65}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 9.65, 'Queue_Time': 20.52, 'Check_Out': 10.17}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.17, 'Queue_Time': 28.3, 'Check_Out': 10.87}]",18.27,15.29,0.00,15.29
2024-07-30,654c1ad1-c6b8-44c8-a196-cc247cfa25b6,Yes,6,Male,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.0, 'Queue_Time': 23.08, 'Check_Out': 14.59}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.59, 'Queue_Time': 10.83, 'Check_Out': 14.87}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.87, 'Queue_Time': 24.54, 'Check_Out': 15.4}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.4, 'Queue_Time': 22.32, 'Check_Out': 16.02}]",20.19,12.14,48.48,60.62
2024-07-26,26a58993-82b7-4119-ae6e-8890cd0fe18e,No,27,Female,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.0, 'Queue_Time': 29.06, 'Check_Out': 10.58}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.58, 'Queue_Time': 26.32, 'Check_Out': 11.25}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.25, 'Queue_Time': 24.16, 'Check_Out': 11.85}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.85, 'Queue_Time': 26.15, 'Check_Out': 12.53}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.53, 'Queue_Time': 86.91, 'Check_Out': 14.07}]",38.52,15.21,0.00,15.21
2024-05-16,e3fad1c8-89b0-4cec-96c5-415cf5d125bf,No,43,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 10.67, 'Check_Out': 10.28}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.28, 'Queue_Time': 11.78, 'Check_Out': 10.66}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.66, 'Queue_Time': 25.34, 'Check_Out': 11.21}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.21, 'Queue_Time': 18.84, 'Check_Out': 11.65}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.65, 'Queue_Time': 23.01, 'Check_Out': 12.13}]",17.93,14.33,0.00,14.33
2024-09-01,66e4858d-2053-40f8-99b5-ae785cbba165,No,26,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 25.35, 'Check_Out': 14.67}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.67, 'Queue_Time': 13.72, 'Check_Out': 15.0}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.0, 'Queue_Time': 24.89, 'Check_Out': 15.66}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.66, 'Queue_Time': 19.23, 'Check_Out': 16.09}]",20.80,0.00,0.00,0.00
2024-02-18,34612bec-2f0c-4bb4-9fe8-0a9096af7f74,No,61,Female,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 11.0, 'Queue_Time': 15.39, 'Check_Out': 11.49}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.49, 'Queue_Time': 25.2, 'Check_Out': 12.05}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.05, 'Queue_Time': 52.48, 'Check_Out': 13.13}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.13, 'Queue_Time': 64.97, 'Check_Out': 14.33}]",39.51,0.00,0.00,0.00
2024-08-23,5fac6e44-0223-4b6c-b9a5-d9ea11cbad6c,No,54,Male,"['New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 14.05, 'Check_Out': 11.48}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.48, 'Queue_Time': 22.7, 'Check_Out': 12.05}, {'Attraction': 'Canopy Flyer', 'Check_In': 12.05, 'Queue_Time': 52.57, 'Check_Out': 13.16}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.16, 'Queue_Time': 81.33, 'Check_Out': 14.76}]",42.66,0.00,42.74,42.74
2024-07-23,b7a7cbd1-cc45-419f-8b8a-e786060707c9,No,48,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.0, 'Queue_Time': 15.16, 'Check_Out': 10.46}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.46, 'Queue_Time': 21.34, 'Check_Out': 10.97}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.97, 'Queue_Time': 29.41, 'Check_Out': 11.63}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.63, 'Queue_Time': 25.18, 'Check_Out': 12.22}, {'Attraction': 'Canopy Flyer', 'Check_In': 12.22, 'Queue_Time': 68.33, 'Check_Out': 13.5}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.5, 'Queue_Time': 59.27, 'Check_Out': 14.74}]",36.45,10.63,36.72,47.35
2024-01-03,aab7633e-1208-4bb1-b5e2-38ae0ab4d5b2,No,15,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 14.72, 'Check_Out': 11.45}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.45, 'Queue_Time': 24.73, 'Check_Out': 12.04}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.04, 'Queue_Time': 84.11, 'Check_Out': 13.62}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.62, 'Queue_Time': 89.25, 'Check_Out': 15.28}]",53.20,12.38,0.00,12.38
2024-04-15,081292c5-1b04-4a34-b898-114e690937f1,No,47,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 15.95, 'Check_Out': 14.5}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.5, 'Queue_Time': 16.01, 'Check_Out': 15.01}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.01, 'Queue_Time': 23.18, 'Check_Out': 15.58}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.58, 'Queue_Time': 27.5, 'Check_Out': 16.22}]",20.66,0.00,41.54,41.54
2024-04-29,f115ad0a-9858-46bb-8514-65b9374a24d6,No,68,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 12.0, 'Queue_Time': 52.27, 'Check_Out': 13.02}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.02, 'Queue_Time': 45.29, 'Check_Out': 14.02}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.02, 'Queue_Time': 27.31, 'Check_Out': 14.62}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.62, 'Queue_Time': 22.77, 'Check_Out': 15.22}]",36.91,15.57,0.00,15.57
2024-08-18,3b63177f-c4a1-4564-aefc-5847f2a8c542,No,37,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 29.41, 'Check_Out': 10.59}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.59, 'Queue_Time': 17.69, 'Check_Out': 10.98}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.98, 'Queue_Time': 29.9, 'Check_Out': 11.59}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.59, 'Queue_Time': 17.62, 'Check_Out': 12.11}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.11, 'Queue_Time': 72.46, 'Check_Out': 13.55}]",33.42,13.54,47.06,60.60
2024-01-23,e86d453b-371a-44af-b632-0ffcba66423a,Yes,40,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 20.24, 'Check_Out': 11.43}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.43, 'Queue_Time': 12.57, 'Check_Out': 11.8}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.8, 'Queue_Time': 13.83, 'Check_Out': 12.25}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.25, 'Queue_Time': 86.18, 'Check_Out': 13.78}]",33.20,14.90,49.21,64.11
2024-01-22,fdae4985-6050-4746-a9da-d156a6cac394,No,13,Male,"['New York', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 12.36, 'Check_Out': 9.31}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 9.31, 'Queue_Time': 17.82, 'Check_Out': 9.7}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 9.7, 'Queue_Time': 11.06, 'Check_Out': 10.02}]",13.75,13.48,0.00,13.48
2024-04-13,82a71ddc-cfea-4f01-8b66-c1c82e48e449,No,59,Female,"['New York', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 63.47, 'Check_Out': 13.29}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.29, 'Queue_Time': 75.34, 'Check_Out': 14.7}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.7, 'Queue_Time': 28.79, 'Check_Out': 15.32}]",55.87,0.00,46.88,46.88
2024-07-30,c241a955-589f-44bf-a762-c0f9c5b0f598,No,16,Female,"['New York', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 16.98, 'Check_Out': 14.53}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.53, 'Queue_Time': 10.99, 'Check_Out': 14.82}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.82, 'Queue_Time': 22.0, 'Check_Out': 15.41}]",16.66,11.26,37.57,48.83
2024-05-13,5942a47c-e46b-41eb-baaf-7350a73a4daa,No,16,Female,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 10.0, 'Queue_Time': 28.95, 'Check_Out': 10.61}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.61, 'Queue_Time': 26.34, 'Check_Out': 11.21}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.21, 'Queue_Time': 23.76, 'Check_Out': 11.86}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.86, 'Queue_Time': 26.8, 'Check_Out': 12.41}]",26.46,0.00,0.00,0.00
2024-01-29,433e06e9-4cea-41e9-b2ca-94183326bfe4,No,33,Female,"['Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.0, 'Queue_Time': 83.85, 'Check_Out': 14.51}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.51, 'Queue_Time': 16.65, 'Check_Out': 14.89}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.89, 'Queue_Time': 21.81, 'Check_Out': 15.37}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.37, 'Queue_Time': 28.73, 'Check_Out': 16.08}]",37.76,0.00,39.81,39.81
2024-03-31,0a547fc1-a888-45f6-bdd4-7178f2aa8524,No,68,Male,"['Hollywood', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 10.0, 'Queue_Time': 26.82, 'Check_Out': 10.68}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.68, 'Queue_Time': 19.37, 'Check_Out': 11.17}]",23.10,15.02,39.72,54.74
2024-03-21,fe353191-0f0e-4a28-ac1b-074c34131af3,No,14,Male,"['Hollywood', 'New York', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 26.74, 'Check_Out': 11.69}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.69, 'Queue_Time': 27.13, 'Check_Out': 12.28}]",26.94,15.19,0.00,15.19
2024-03-16,c492b95a-a310-468a-9ed9-35b024dbabc0,Yes,27,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 12.0, 'Queue_Time': 87.7, 'Check_Out': 13.63}, {'Attraction': 'Transformers: The Ride', 'Check_In': 13.63, 'Queue_Time': 57.86, 'Check_Out': 14.84}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.84, 'Queue_Time': 24.13, 'Check_Out': 15.48}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.48, 'Queue_Time': 25.66, 'Check_Out': 16.07}]",48.84,14.48,33.74,48.22
2024-01-14,dec6073f-b377-4b9c-9853-8ee1961e2549,No,47,Male,"['Hollywood', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 9.0, 'Queue_Time': 21.1, 'Check_Out': 9.59}, {'Attraction': 'Canopy Flyer', 'Check_In': 9.59, 'Queue_Time': 17.33, 'Check_Out': 10.09}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.09, 'Queue_Time': 24.5, 'Check_Out': 10.62}]",20.98,0.00,45.90,45.90
2024-01-25,7bedc291-8d0f-4aef-9fe4-4fbf5a80eb17,No,40,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 57.33, 'Check_Out': 13.06}, {'Attraction': 'Transformers: The Ride', 'Check_In': 13.06, 'Queue_Time': 86.38, 'Check_Out': 14.59}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.59, 'Queue_Time': 12.04, 'Check_Out': 14.98}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.98, 'Queue_Time': 23.83, 'Check_Out': 15.63}]",44.90,14.92,38.95,53.87
2024-07-27,b5dcba68-13a2-42da-a321-705c99009e62,No,26,Male,"['Hollywood', 'New York', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 85.44, 'Check_Out': 13.59}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.59, 'Queue_Time': 65.35, 'Check_Out': 14.83}]",75.40,0.00,42.93,42.93
